Name, Velocidad, Angulo, Aceleracion
2024_02_22_21_35_22_3.jpg,100,1000,0
2024_02_22_21_35_22_5.jpg,100,1000,0
2024_02_22_21_35_22_7.jpg,100,1000,0
2024_02_22_21_35_22_9.jpg,100,1000,0
2024_02_22_21_35_23_1.jpg,100,1000,0
2024_02_22_21_35_23_3.jpg,100,1000,0
2024_02_22_21_35_23_5.jpg,100,1000,0
2024_02_22_21_35_23_7.jpg,100,1000,0
2024_02_22_21_35_23_9.jpg,100,1000,0
2024_02_22_21_35_24_1.jpg,100,1000,0
2024_02_22_21_35_24_3.jpg,100,1000,0
2024_02_22_21_35_24_5.jpg,100,1000,0
2024_02_22_21_35_24_7.jpg,100,1000,0
2024_02_22_21_35_24_9.jpg,100,1000,0
2024_02_22_21_35_25_1.jpg,100,1000,0
2024_02_22_21_35_25_3.jpg,100,1000,0
2024_02_22_21_35_25_5.jpg,100,1000,0
2024_02_22_21_35_25_7.jpg,100,1000,0
2024_02_22_21_35_25_9.jpg,100,1000,0
2024_02_22_21_35_26_1.jpg,100,1000,0
2024_02_22_21_35_26_3.jpg,100,1000,0
2024_02_22_21_35_26_5.jpg,100,1000,0
2024_02_22_21_35_26_7.jpg,100,600,0
2024_02_22_21_35_26_9.jpg,100,600,0
2024_02_22_21_35_27_1.jpg,100,600,0
2024_02_22_21_35_27_3.jpg,100,600,0
2024_02_22_21_35_27_5.jpg,100,600,0
2024_02_22_21_35_27_7.jpg,100,1000,0
2024_02_22_21_35_27_9.jpg,100,1000,0
2024_02_22_21_35_28_1.jpg,100,1000,0
2024_02_22_21_35_28_3.jpg,100,1000,0
2024_02_22_21_35_28_5.jpg,100,1000,0
2024_02_22_21_35_28_7.jpg,100,1000,0
2024_02_22_21_35_28_9.jpg,100,1000,0
2024_02_22_21_35_29_1.jpg,100,1000,0
2024_02_22_21_35_29_3.jpg,100,1000,0
2024_02_22_21_35_29_5.jpg,100,1000,0
2024_02_22_21_35_29_7.jpg,100,1000,0
2024_02_22_21_35_29_9.jpg,100,1000,0
2024_02_22_21_35_30_1.jpg,100,1000,0
2024_02_22_21_35_30_3.jpg,100,1000,0
2024_02_22_21_35_30_5.jpg,100,1000,0
2024_02_22_21_35_30_7.jpg,100,1000,0
2024_02_22_21_35_30_9.jpg,100,1000,0
2024_02_22_21_35_31_1.jpg,100,1000,0
2024_02_22_21_35_31_3.jpg,100,1000,0
2024_02_22_21_35_31_5.jpg,100,1000,0
2024_02_22_21_35_31_7.jpg,100,1000,0
2024_02_22_21_35_31_9.jpg,100,1000,0
2024_02_22_21_35_32_1.jpg,100,1000,0
2024_02_22_21_35_32_3.jpg,100,1000,0
2024_02_22_21_35_32_5.jpg,100,1000,0
2024_02_22_21_35_32_7.jpg,100,1000,0
2024_02_22_21_35_32_9.jpg,100,1000,0
2024_02_22_21_35_33_1.jpg,100,1000,0
2024_02_22_21_35_33_3.jpg,100,600,0
2024_02_22_21_35_33_5.jpg,100,600,0
2024_02_22_21_35_33_7.jpg,100,600,0
2024_02_22_21_35_33_9.jpg,100,600,0
2024_02_22_21_35_34_1.jpg,100,0,0
2024_02_22_21_35_34_3.jpg,100,0,0
2024_02_22_21_35_34_5.jpg,100,0,0
2024_02_22_21_35_34_7.jpg,100,0,0
2024_02_22_21_35_34_9.jpg,100,0,0
2024_02_22_21_35_35_1.jpg,100,600,0
2024_02_22_21_35_35_3.jpg,100,600,0
2024_02_22_21_35_35_5.jpg,100,600,0
2024_02_22_21_35_35_7.jpg,100,0,0
2024_02_22_21_35_35_9.jpg,100,0,0
2024_02_22_21_35_36_1.jpg,100,600,0
2024_02_22_21_35_36_3.jpg,100,600,0
2024_02_22_21_35_36_5.jpg,100,600,0
2024_02_22_21_35_36_7.jpg,100,600,0
2024_02_22_21_35_36_9.jpg,100,600,0
2024_02_22_21_35_37_1.jpg,100,600,0
2024_02_22_21_35_37_3.jpg,100,400,0
2024_02_22_21_35_37_5.jpg,100,0,0
2024_02_22_21_35_37_7.jpg,100,0,0
2024_02_22_21_35_37_9.jpg,100,0,0
2024_02_22_21_35_38_1.jpg,100,600,0
2024_02_22_21_35_38_3.jpg,100,600,0
2024_02_22_21_35_38_5.jpg,100,600,0
2024_02_22_21_35_38_7.jpg,100,600,0
2024_02_22_21_35_38_9.jpg,100,1000,0
2024_02_22_21_35_39_1.jpg,100,1000,0
2024_02_22_21_35_39_3.jpg,100,1000,0
2024_02_22_21_35_39_5.jpg,100,1000,0
2024_02_22_21_35_39_7.jpg,100,1000,0
